lakeid,fish_id,annnumber,length,radii_length_mm ,scalelength
WS,172,10,319,7.380670289,8.718544754
WS,172,9,319,6.705755064,8.718544754
WS,172,8,319,6.163161888,8.718544754
WS,172,7,319,5.677851797,8.718544754
WS,172,6,319,5.114477296,8.718544754
WS,172,5,319,4.466026739,8.718544754
WS,172,4,319,3.747748058,8.718544754
WS,172,3,319,2.761690054,8.718544754
WS,172,2,319,2.002520793,8.718544754
WS,172,1,319,1.267970313,8.718544754
WS,173,EDGE,329,7.953012463,7.953012463
WS,173,13,329,7.66121065,7.953012463
WS,173,12,329,7.402828145,7.953012463
WS,173,11,329,7.057753829,7.953012463
WS,173,10,329,6.607783319,7.953012463
WS,173,9,329,6.148186682,7.953012463
WS,173,8,329,5.519097238,7.953012463
WS,173,7,329,4.935493611,7.953012463
WS,173,6,329,4.478523945,7.953012463
WS,173,5,329,3.83822605,7.953012463
WS,173,4,329,3.062513969,7.953012463
WS,173,3,329,2.333947706,7.953012463
WS,173,2,329,1.545917521,7.953012463
WS,173,1,329,0.852604505,7.953012463
WS,174,EDGE,332,8.176395307,8.176395307
WS,174,13,332,7.935551146,8.176395307
WS,174,12,332,7.488264138,8.176395307
WS,174,11,332,6.952164458,8.176395307
WS,174,10,332,6.520821563,8.176395307
WS,174,9,332,6.097675956,8.176395307
WS,174,8,332,5.620553502,8.176395307
WS,174,7,332,5.064413331,8.176395307
WS,174,6,332,4.629281114,8.176395307
WS,174,5,332,4.149185906,8.176395307
WS,174,4,332,3.395660029,8.176395307
WS,174,3,332,2.655913068,8.176395307
WS,174,2,332,1.793227279,8.176395307
WS,174,1,332,0.945256529,8.176395307
WS,175,EDGE,337,8.482999096,8.482999096
WS,175,14,337,8.136342588,8.482999096
WS,175,13,337,7.790001941,8.482999096
WS,175,12,337,7.266921848,8.482999096
WS,175,11,337,6.638877114,8.482999096
WS,175,10,337,6.038085983,8.482999096
WS,175,9,337,5.385597293,8.482999096
WS,175,8,337,4.805567743,8.482999096
WS,175,7,337,4.467866976,8.482999096
WS,175,6,337,4.0240188,8.482999096
WS,175,5,337,3.437235768,8.482999096
WS,175,4,337,3.010484472,8.482999096
WS,175,3,337,2.507239013,8.482999096
WS,175,2,337,1.638359049,8.482999096
WS,175,1,337,0.868879964,8.482999096
WS,176,EDGE,338,8.24928523,8.24928523
WS,176,13,338,7.87941175,8.24928523
WS,176,12,338,7.561750933,8.24928523
WS,176,11,338,7.097416061,8.24928523
WS,176,10,338,6.613687158,8.24928523
WS,176,9,338,6.182344263,8.24928523
WS,176,8,338,5.70522181,8.24928523
WS,176,7,338,5.13412949,8.24928523
WS,176,6,338,4.419517079,8.24928523
WS,176,5,338,3.857114752,8.24928523
WS,176,4,338,3.092773196,8.24928523
WS,176,3,338,2.460733115,8.24928523
WS,176,2,338,1.816176174,8.24928523
WS,176,1,338,1.104479621,8.24928523
WS,177,EDGE,360,9.64031823,9.64031823
WS,177,14,360,9.251968689,9.64031823
WS,177,13,360,8.771873481,9.64031823
WS,177,12,360,8.279177569,9.64031823
WS,177,11,360,7.793867479,9.64031823
WS,177,10,360,7.308557389,9.64031823
WS,177,9,360,6.879504151,9.64031823
WS,177,8,360,6.501436276,9.64031823
WS,177,7,360,6.0575881,9.64031823
WS,177,6,360,5.184185306,9.64031823
WS,177,5,360,4.418699097,9.64031823
WS,177,4,360,3.39485082,9.64031823
WS,177,3,360,2.438200394,9.64031823
WS,177,2,360,1.737195003,9.64031823
WS,177,1,360,0.994347602,9.64031823
WS,178,EDGE,362,8.00243928,8.00243928
WS,178,14,362,7.768510751,8.00243928
WS,178,13,362,7.391312332,8.00243928
WS,178,12,362,6.855212652,8.00243928
WS,178,11,362,6.40233282,8.00243928
WS,178,10,362,5.913875711,8.00243928
WS,178,9,362,5.487124415,8.00243928
WS,178,8,362,4.951024735,8.00243928
WS,178,7,362,4.326650253,8.00243928
WS,178,6,362,3.824057653,8.00243928
WS,178,5,362,3.185128649,8.00243928
WS,178,4,362,2.819720605,8.00243928
WS,178,3,362,2.24347719,8.00243928
WS,178,2,362,1.677196181,8.00243928
WS,178,1,362,1.046369396,8.00243928
WS,179,EDGE,367,9.503263671,9.503263671
WS,179,14,367,9.088741262,9.503263671
WS,179,13,367,8.680604689,9.503263671
WS,179,12,367,8.429526244,9.503263671
WS,179,11,367,8.073216925,9.503263671
WS,179,10,367,7.682619321,9.503263671
WS,179,9,367,7.062995679,9.503263671
WS,179,8,367,6.441432127,9.503263671
WS,179,7,367,5.928706896,9.503263671
WS,179,6,367,5.121467028,9.503263671
WS,179,5,367,4.532264262,9.503263671
WS,179,4,367,3.73925,9.503263671
WS,179,3,367,2.918964344,9.503263671
WS,179,2,367,2.112809841,9.503263671
WS,179,1,367,1.216158403,9.503263671
WS,180,EDGE,403,11.02582836,11.02582836
WS,180,16,403,10.59069614,11.02582836
WS,180,15,403,10.30803922,11.02582836
WS,180,14,403,9.931421558,11.02582836
WS,180,13,403,9.563922892,11.02582836
WS,180,12,403,9.165831792,11.02582836
WS,180,11,403,8.621426275,11.02582836
WS,180,10,403,8.147757105,11.02582836
WS,180,9,403,7.485280763,11.02582836
WS,180,8,403,6.970000407,11.02582836
WS,180,7,403,6.237688278,11.02582836
WS,180,6,403,5.410626032,11.02582836
WS,180,5,403,4.981572795,11.02582836
WS,180,4,403,4.217804208,11.02582836
WS,180,3,403,3.039398677,11.02582836
WS,180,2,403,2.02726911,11.02582836
WS,180,1,403,1.1942733,11.02582836
