Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
modeling clay,Colorful dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Green,Light blue,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_3_0,3_0,7258,jGpauzsYFogScKq9a
modeling clay,Colorful cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Pink,Colorful,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_4_0,4_0,7258,qSpEuZ6saC9GWcJrX
modeling clay,Clay dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_5_0,5_0,7258,DwtZZENfBRnSCiXYQ
modeling clay,Clay cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_6_0,6_0,7258,v3K2dKwSwB6Ly2JJh
mole cricket model,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOkeraToy,NA,7089,KFzaKycxuL8n3qTBv
Mom's candle set,Cubes,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_0_0,0_0,7143,FYgk8cTo2QgJXfho8
Mom's candle set,Elegant flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_1_0,1_0,7143,rhbZpNiqSxQFYFjET
Mom's candle set,Chic flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_2_0,2_0,7143,qniYFuKddXD6qMWsE
Mom's candle set,Pastel,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_3_0,3_0,7143,N62JB95oqQ3DH4vKJ
Mom's candle set,Fairy tale,Design,NA,NA,No,Yes,No,1,NFS,88,Red,Purple,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_4_0,4_0,7143,5NquKTRtH2xXXfQtX
Mom's candle set,Marine,Design,NA,NA,No,Yes,No,1,NFS,88,Light blue,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_5_0,5_0,7143,xSpi7hrajjPkmapq6
Mom's cushion,Red with hearts,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_0_0,0_0,7144,hvNQrR4uTyCMxxJpK
Mom's cushion,Blue with flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_1_0,1_0,7144,krf4iwGJGHr2NKPFb
Mom's cushion,Colorful quilt,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_2_0,2_0,7144,dbGxvTYFYm6ZnN5wm
Mom's cushion,Pop flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_3_0,3_0,7144,RK5hrNcDzDrc4eomb
Mom's cushion,Animal,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_4_0,4_0,7144,LNWqJXXBa9axzg7xY
Mom's cushion,Denim,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrMomCushion_Remake_5_0,5_0,7144,NoTd7XXCGpHjwqnx7
Mom's homemade cake,Cat,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_0_0,0_0,7146,hN6x7ohRpi7ZYJJvX
Mom's homemade cake,Strawberry & flowers,Decorations,NA,NA,No,Yes,No,1,NFS,88,Red,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_1_0,1_0,7146,uaEGpeTAHJXE64HZi
Mom's homemade cake,Carrot,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_2_0,2_0,7146,y67sM38knQMui77sR
Mom's homemade cake,Dog,Decorations,NA,NA,No,Yes,No,1,NFS,88,White,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_3_0,3_0,7146,CANpPgd8d9xLdu4Mg
Mom's homemade cake,Bird,Decorations,NA,NA,No,Yes,No,1,NFS,88,Colorful,Blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_4_0,4_0,7146,oYiTHnbqEbtGHyMfJ
Mom's homemade cake,Chocolate,Decorations,NA,NA,No,Yes,No,1,NFS,88,Brown,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomCake_Remake_5_0,5_0,7146,x3rXhNoAGPxrjwbbr
Mom's pen stand,Striped house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_0_0,0_0,7141,CcbzpqjBYkvMaboWP
Mom's pen stand,Stone house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_1_0,1_0,7141,KpygYwh8xcdKjDMFq
Mom's pen stand,Brick house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_2_0,2_0,7141,4bfxS83B4noPrgngu
Mom's pen stand,Fairy-tale house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_3_0,3_0,7141,DvprpbSzz4dncfjts
Mom's pen stand,Simple house,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_4_0,4_0,7141,Lgzgxrb3ALYqJZbni
Mom's pen stand,Wood house,Design,NA,NA,No,Yes,No,1,NFS,88,Beige,Brown,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMomPenstand_Remake_5_0,5_0,7141,3FFsbxLPsNrn5kioR
Mom's plushie,Bedford,Name,NA,NA,No,Yes,No,1,NFS,88,White,Green,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_0_0,0_0,7147,d8cB4dRLidKddc2hs
Mom's plushie,Dot,Name,NA,NA,No,Yes,No,1,NFS,88,Gray,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_1_0,1_0,7147,DKas9PsDztwD7LGPC
Mom's plushie,Puppers,Name,NA,NA,No,Yes,No,1,NFS,88,Brown,Orange,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_2_0,2_0,7147,2bSejFcAt6ih9nqAA
Mom's plushie,Pippa,Name,NA,NA,No,Yes,No,1,NFS,88,Pink,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_3_0,3_0,7147,WbPLpDymxrwrgywoT
Mom's plushie,Gertie,Name,NA,NA,No,Yes,No,1,NFS,88,Green,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_4_0,4_0,7147,RRxowHFdXcDopP2Gy
Mom's plushie,Roary,Name,NA,NA,No,Yes,No,1,NFS,88,Blue,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrMomDoll_Remake_5_0,5_0,7147,iDxnL9nbqtetGrCbW
Mom's tea cozy,Patterned,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Red,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_0_0,0_0,7138,GmXbMhreGMSzgRMLj
Mom's tea cozy,Green & white,Design,NA,NA,No,Yes,No,1,NFS,88,Green,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_1_0,1_0,7138,4Zv9eQdMko55n3jWC
Mom's tea cozy,Floral,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Yellow,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_2_0,2_0,7138,T47oasfRkgFwqxyhb
Mom's tea cozy,Pink,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Pink,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_3_0,3_0,7138,FZT2mzrn83Bw6MoFS
Mom's tea cozy,Blue cat,Design,NA,NA,No,Yes,No,1,NFS,88,Light blue,Light blue,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_4_0,4_0,7138,BHHxuYzAo7ZWfXvaX
Mom's tea cozy,Blue & gray,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Black,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Dining,No,Does not play music,No lighting,Not for sale,FtrMomPot_Remake_5_0,5_0,7138,mwNxX2Cz3zhfyBfi6
Mom's tissue box,Quilted pattern,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_0_0,0_0,7140,t2qMKrjhBFyggjSoX
Mom's tissue box,Flowers,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,White,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_1_0,1_0,7140,bMkWsfYZFg3yQH2Xh
Mom's tissue box,Quilted animals,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_2_0,2_0,7140,cRmYKXpDR6cB3hGgK
Mom's tissue box,Fanciful quilted pattern,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_3_0,3_0,7140,sePqnNn8MrEQzKFFq
Mom's tissue box,Fruits,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_4_0,4_0,7140,s2iewGcx9Msc2dSm4
Mom's tissue box,Denim with stripes,Cover pattern,NA,NA,No,Yes,No,1,NFS,88,Colorful,White,1x1,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,No,Does not play music,No lighting,Not for sale,FtrMomTissue_Remake_5_0,5_0,7140,vM9KL7jL4aufGebb5
monarch butterfly model,NA,NA,NA,NA,No,No,No,NA,NFS,420,Orange,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOhkabamadaraToy,NA,7091,sgcStTmcAh54XBuqo
moray eel model,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Brown,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishUtsuboToy,NA,7025,FBzZFBbmSA3ebv6pC
mosquito model,NA,NA,NA,NA,No,No,No,NA,NFS,390,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKaToy,NA,5936,ZP2ctmwogKR6Jqssb
moss ball,NA,NA,NA,NA,No,No,No,NA,720,180,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,zen-style,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrBonsaiKokedama,NA,109,AbWzpJi5E7ZsnNJfG
moth model,NA,NA,NA,NA,No,No,No,NA,NFS,390,Beige,Beige,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectGaToy,NA,7056,RBhFGHXFPAiLNre3w
mug,White,NA,Plain,Design,No,No,Yes,1,460,115,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_0,0_0,1870,8bfS85cNmeRSF8wit
mug,White,NA,Square logo,Design,No,No,Yes,1,460,115,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_1,0_1,1870,G4ASEBS8APMFSN8PQ
mug,White,NA,Round logo,Design,No,No,Yes,1,460,115,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_2,0_2,1870,dZXZpXDKp6Cutj3RG
mug,White,NA,Fish,Design,No,No,Yes,1,460,115,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_3,0_3,1870,zPc4YPSq5wPcy3uuF
mug,White,NA,Carrot,Design,No,No,Yes,1,460,115,White,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_4,0_4,1870,qWMRvAr9fhFAW9H9S
mug,White,NA,Cheese,Design,No,No,Yes,1,460,115,White,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_0_5,0_5,1870,XPADQMdWmm8Bqm32D
mug,Yellow,NA,Plain,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_0,1_0,1870,bQFBAwbcD95iqRziH
mug,Yellow,NA,Square logo,Design,No,No,Yes,1,460,115,Yellow,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_1,1_1,1870,6uX4vYM7xWGA5WeGF
mug,Yellow,NA,Round logo,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_2,1_2,1870,rPyoZwAqdYns8fm4T
mug,Yellow,NA,Fish,Design,No,No,Yes,1,460,115,Yellow,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_3,1_3,1870,ySdXasbwSjQeEt6RH
mug,Yellow,NA,Carrot,Design,No,No,Yes,1,460,115,Yellow,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_4,1_4,1870,EtRnjPPnnub5T5sk7
mug,Yellow,NA,Cheese,Design,No,No,Yes,1,460,115,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_1_5,1_5,1870,qEzeNf9PaiLH5XZad
mug,Red,NA,Plain,Design,No,No,Yes,1,460,115,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_0,2_0,1870,7BmG3ML42AiAv5QGy
mug,Red,NA,Square logo,Design,No,No,Yes,1,460,115,Red,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_1,2_1,1870,NNCPmrWPsg2FoBQDA
mug,Red,NA,Round logo,Design,No,No,Yes,1,460,115,Red,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_2,2_2,1870,c5rhXwKN6GCP6d8vo
mug,Red,NA,Fish,Design,No,No,Yes,1,460,115,Red,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_3,2_3,1870,CTk87GoxCfQrRGhpf
mug,Red,NA,Carrot,Design,No,No,Yes,1,460,115,Red,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_4,2_4,1870,kXPm644McZumSwTLT
mug,Red,NA,Cheese,Design,No,No,Yes,1,460,115,Red,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_2_5,2_5,1870,ajeNwPsnPavW5qpgy
mug,Blue,NA,Plain,Design,No,No,Yes,1,460,115,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_0,3_0,1870,eZ86wYcwNnnD8bSce
mug,Blue,NA,Square logo,Design,No,No,Yes,1,460,115,Blue,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_1,3_1,1870,D26b8jW4mk45LiZzZ
mug,Blue,NA,Round logo,Design,No,No,Yes,1,460,115,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_2,3_2,1870,LNA2f9hnHfcXyw2rr
mug,Blue,NA,Fish,Design,No,No,Yes,1,460,115,Blue,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_3,3_3,1870,s87bjbocmwm2WqLqp
mug,Blue,NA,Carrot,Design,No,No,Yes,1,460,115,Blue,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_4,3_4,1870,7hWCMhX3Gjg2q8jDM
mug,Blue,NA,Cheese,Design,No,No,Yes,1,460,115,Blue,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_3_5,3_5,1870,ASfNFsMB6yd7XFHTZ
mug,Green,NA,Plain,Design,No,No,Yes,1,460,115,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_0,4_0,1870,KyZHd8M8GjEmQ8hzL
mug,Green,NA,Square logo,Design,No,No,Yes,1,460,115,Green,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_1,4_1,1870,JmsAiMuCv2Xyyd2Jc
mug,Green,NA,Round logo,Design,No,No,Yes,1,460,115,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_2,4_2,1870,nERq4nq3958FrcNwG
mug,Green,NA,Fish,Design,No,No,Yes,1,460,115,Green,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_3,4_3,1870,YEq4rqRepdyi2cSe9
mug,Green,NA,Carrot,Design,No,No,Yes,1,460,115,Green,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_4,4_4,1870,GCWGN5yKnWZ5ydMvr
mug,Green,NA,Cheese,Design,No,No,Yes,1,460,115,Green,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_4_5,4_5,1870,ChodzE42GEjZTPRKy
mug,Pink,NA,Plain,Design,No,No,Yes,1,460,115,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_0,5_0,1870,3HbZxThCfL37xr56K
mug,Pink,NA,Square logo,Design,No,No,Yes,1,460,115,Pink,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_1,5_1,1870,2LmLdbiL7TZuz2RGG
mug,Pink,NA,Round logo,Design,No,No,Yes,1,460,115,Pink,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_2,5_2,1870,9PxCCMcAfTjoCTbsi
mug,Pink,NA,Fish,Design,No,No,Yes,1,460,115,Pink,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_3,5_3,1870,4gcq4bGaBWMF67RAo
mug,Pink,NA,Carrot,Design,No,No,Yes,1,460,115,Pink,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_4,5_4,1870,oydDFcmSq22FzAQSD
mug,Pink,NA,Cheese,Design,No,No,Yes,1,460,115,Pink,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_5_5,5_5,1870,NAQu7agDr6qoEZAxt
mug,Turquoise,NA,Plain,Design,No,No,Yes,1,460,115,Light blue,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,No,Dining,No,Does not play music,No lighting,For sale,FtrMug_Remake_6_0,6_0,1870,YxRbkNNsgkSTpfn6e
