ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
554,Kalle,6.25,male,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,brown,short,medium,,,,yes,yes,yes,,
374,Masni,7.25,female,Unknown Mix,2014-01-09,2014-03-06,2014-02-18,brown,short,small,no,,yes,no,yes,yes,yes,garden
495,Babér,8.75,female,Dachshund Mix,2014-02-01,2014-02-01,2014-02-20,black and tan,short,small,,,,,,,,
6812,Dió,6.75,male,Unknown Mix,2013-06-01,2013-06-01,2014-02-15,apricot,wirehaired,medium,no,yes,yes,yes,no,yes,no,both flat and garden
552,Jenny,8.75,female,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,brown and white,short,medium,,,,yes,yes,yes,,
551,Siberia,7.33,male,Siberian Husky,2014-02-17,2014-02-17,2014-02-21,black and white,short,medium,,,yes,yes,,,,
559,Dylen,6.5,male,Unknown Mix,2014-02-18,2014-02-18,2014-02-21,yellow-brown,wirehaired,medium,,,,yes,,yes,,
483,Lili,7.25,female,Labrador Retriever Mix,2013-09-13,2013-09-13,2014-02-18,black,short,medium,yes,,,,,,,
556,Harro,6.83,male,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,white,wirehaired,medium,,,,,,,,
492,Szálka,5.92,male,Unknown Mix,2014-01-15,2014-01-15,2014-02-20,apricot,short,large,yes,,,,,,,
558,Achaz,6.17,male,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,black and white,short,medium,,,,yes,yes,yes,,
808,Bájos,7.92,female,"Bolognese, Puli Mix",2013-12-08,2013-12-08,2014-02-14,gray and black,medium,small,yes,,yes,yes,yes,yes,,both flat and garden
547,Sweety,6.08,male,Unknown Mix,2014-02-14,2014-02-14,2014-02-20,black and brown,short,medium,,,,,,,,
543,Maike,7.0,male,Unknown Mix,2014-02-14,2014-02-14,2014-02-20,black,short,medium,,,,,yes,yes,,
1080,Lompos,8.67,male,"Border Collie, Mudi Mix",2011-05-03,2011-05-03,2014-02-02,black,medium,medium,,,yes,,yes,yes,,
1066,Zorro,9.33,male,"Pumi, Schnauzer Mix",2014-01-17,2014-01-17,2014-01-27,gray,long,small,,,,,,,,
2135,Adu/Borzas,6.08,male,Unknown Mix,2014-01-31,2014-02-22,2014-02-01,black,wirehaired,medium,yes,,yes,yes,yes,yes,,garden
526,Picur,10.0,male,Unknown Mix,2014-01-21,2014-01-21,2014-01-22,sable,short,medium,,,,,yes,yes,,
413,Fefe,8.83,male,Unknown Mix,2013-12-30,2013-12-30,2014-01-27,black,short,large,,,,,,,,
530,Fips,6.25,male,Unknown Mix,2014-01-30,2014-01-30,2014-01-31,black,wirehaired,medium,,,,,yes,yes,,
420,Szürkécske,6.83,female,Terrier Mix,2013-09-13,2013-09-13,2014-01-27,gray,short,medium,,,,,,,,
411,Ditta,6.83,female,Staffordshire Terrier Mix,2013-12-30,2013-12-30,2014-01-27,striped,short,medium,,,,,,,,
537,Luca,6.75,female,Unknown Mix,2014-01-30,2014-01-30,2014-01-31,brown,short,medium,,,,,yes,yes,,
540,Carly,6.92,female,Unknown Mix,2014-01-31,2014-01-31,2014-01-31,brown,short,medium,,,,,yes,yes,,
536,Lou,6.08,male,Unknown Mix,2014-01-30,2014-01-30,2014-01-31,yellow-brown,short,medium,,,,,yes,yes,,
535,Lana,6.08,female,Unknown Mix,2014-01-30,2014-01-30,2014-01-31,black,short,medium,,,,,yes,yes,,
417,Marina,7.83,female,Labrador Retriever Mix,2013-09-13,2013-09-13,2014-01-27,black,short,medium,,,,,,,,
412,Abigél,6.83,female,Unknown Mix,2013-10-18,2013-10-18,2014-01-27,brown and white,short,medium,,,,,,,,
6800,,7.08,male,"Puli, Pumi Mix",2014-01-28,2014-01-28,2014-01-29,black,long,medium,,,yes,,,,,
275,Holle Anyó,16.83,female,Labrador Retriever Mix,2012-12-23,2013-01-01,2014-01-21,apricot,short,medium,yes,yes,yes,yes,yes,yes,yes,flat
541,Chester,7.0,male,Unknown Mix,2014-01-31,2014-01-31,2014-01-31,black,short,medium,,,,,yes,yes,,
366,Artúr,7.33,male,"Dachshund, German Shepherd Dog Mix",2012-08-01,2014-01-29,2014-01-29,black and brown,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
527,Rana,7.5,female,Unknown Mix,2014-01-24,2014-01-24,2014-01-25,golden,medium,medium,,,,yes,yes,yes,yes,
340,Tökmag,9.83,female,German Shepherd Dog Mix,2013-08-04,2013-08-04,2014-01-21,saddle back,short,medium,yes,,yes,yes,,,,both flat and garden
307,Mirco,11.67,male,Sarplaninac,2013-11-12,2014-01-14,2014-01-11,gray and black,long,large,yes,,yes,,,yes,,garden
1062,Csivit,9.17,male,Unknown Mix,2013-12-04,2013-12-04,2014-01-05,black and white,short,large,yes,,yes,,yes,yes,,both flat and garden
8,,7.17,female,Unknown Mix,2013-12-02,2014-01-14,2014-01-08,gray and black,short,medium,,,,,,,,
515,Arno,7.75,male,German Shepherd Dog Mix,2014-01-03,2014-01-03,2014-01-03,black and brown,short,medium,,,,,yes,yes,,
6,,6.17,female,Unknown Mix,2013-12-02,2013-12-02,2014-01-08,brown,short,medium,,,,,,,,both flat and garden
470,Lõrinc,8.83,male,Mudi Mix,2013-12-19,2013-12-19,2014-01-16,black,medium,medium,yes,,,,,,,
462,Baba,7.83,female,Dachshund Mix,2013-09-13,2013-09-13,2014-01-16,brown and white,short,small,,,,,,,,
514,Rozina,7.33,female,Unknown Mix,2014-01-03,2014-01-03,2014-01-03,black,short,medium,,,,yes,yes,yes,,
881,Frida,12.08,female,German Shepherd Dog,2014-01-15,2014-01-15,2014-01-15,sable,short,medium,no,,yes,,,,,both flat and garden
10,Pepe,6.83,male,Dachshund Mix,2013-08-22,2014-01-08,2014-01-09,tricolor,short,small,yes,,yes,yes,yes,yes,yes,both flat and garden
513,Marco,8.25,male,Dachshund Mix,2014-01-03,2014-01-03,2014-01-03,black,short,medium,,,,,yes,yes,,
516,Virginia,10.92,female,Unknown Mix,2014-01-03,2014-01-03,2014-01-03,black and brown,short,medium,,,,,yes,yes,,
7,,6.42,female,German Shepherd Dog Mix,2013-12-02,2014-01-14,2014-01-08,black and brown,short,medium,,,,,,,,
518,Bessy,6.17,female,Unknown Mix,2014-01-08,2014-01-08,2014-01-09,saddle back,short,medium,,,,,yes,yes,,
465,Jakab,6.83,male,Hound Mix,2013-12-19,2013-12-19,2014-01-16,brown,short,large,yes,,,,,,,
522,Carlo,10.92,male,Unknown Mix,2014-01-08,2014-01-08,2014-01-09,black,wirehaired,medium,,,yes,,,,,
702,Dener,12.92,male,Unknown Mix,2013-12-29,2013-12-29,2014-01-03,brown,short,large,no,,yes,yes,yes,yes,,both flat and garden
521,Primus,16.92,male,German Shepherd Dog,2014-01-08,2014-01-08,2014-01-09,sable,short,medium,,,,,,,,
519,Sunny,10.17,female,Unknown Mix,2014-01-08,2014-01-08,2014-01-09,white,short,medium,,,yes,yes,yes,yes,,
1067,Juhász,11.0,male,Kuvasz,2013-12-18,2013-12-18,2014-01-06,white,medium,large,yes,,yes,,yes,yes,,garden
2256,Betyárka,14.33,male,Unknown Mix,2013-12-29,2013-12-29,2014-01-01,saddle back,short,large,,,yes,,yes,yes,,both flat and garden
6732,Rózi,8.92,female,"Hungarian Vizsla, Labrador Retriever Mix",2013-12-07,2013-12-07,2013-12-17,yellow,short,medium,,,yes,,no,no,no,garden
56,Rómeó,11.92,male,Unknown Mix,2008-01-01,2008-01-01,2013-12-17,gray and white,short,large,yes,,,,yes,yes,,both flat and garden
262,Dumbi,7.0,female,"Golden Retriever, Setter, Vizsla Mix",2013-10-30,2013-10-30,2013-12-09,brown and white,medium,medium,,,yes,yes,yes,,,both flat and garden
504,Dina,15.92,female,Unknown Mix,2014-01-02,2014-01-02,2014-01-02,brown and white,short,medium,,,,yes,,,,
498,Pötyi,8.17,female,Unknown Mix,2013-12-13,2013-12-13,2013-12-16,black and white,short,medium,,,,,,,,
506,Castor,7.75,male,Siberian Husky Mix,2014-01-02,2014-01-02,2014-01-02,black and white,short,medium,,,,yes,,,,
6715,,10.08,female,"Bolognese, Havanese",2013-11-29,2013-11-29,2013-12-03,white,long,small,,,,,,,,
499,Inca,7.25,female,Unknown Mix,2013-10-01,2013-10-01,2013-12-31,black and brown,short,medium,,,,yes,yes,yes,,
496,Helena,7.17,female,Unknown Mix,2013-12-13,2013-12-13,2013-12-16,yellow-brown,short,medium,,,,,,,,
508,Franklin,9.17,male,German Shepherd Dog,2014-01-02,2014-01-02,2014-01-02,sable,short,medium,,,,yes,,yes,,
6755,,6.92,male,Unknown Mix,2014-01-01,2014-01-01,2014-01-02,yellow-brown,short,medium,,,yes,yes,yes,yes,,
1009,Stefán,7.75,male,"Belgian Malinois, Hungarian Vizsla Mix",2013-09-27,2013-09-27,2013-12-03,brown,short,medium,,,,,,yes,,
501,Bobby,6.25,male,German Shepherd Dog Mix,2014-01-02,2014-01-02,2014-01-02,black and brown,short,medium,,,,,yes,yes,,
6719,Mira,13.67,female,"Puli, Schnauzer, Spaniel Mix",2006-06-10,2006-06-10,2013-12-07,black,long,medium,no,yes,yes,yes,,,no,garden
500,Zoya,15.92,female,Unknown Mix,2014-01-01,2014-01-01,2014-01-02,yellow-brown,short,medium,,,,yes,yes,yes,,
22,Keverék Kislány,6.08,female,Unknown Mix,2013-12-29,2013-12-29,2013-12-30,black,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
1019,Temes,7.5,male,Labrador Retriever Mix,2013-11-15,2013-11-15,2013-12-04,black,short,medium,,,yes,,,,,
507,Conny,6.83,female,Unknown Mix,2014-01-02,2014-01-02,2014-01-02,white,short,medium,,,,yes,,,,
502,Buddy,6.25,male,German Shepherd Dog Mix,2014-01-02,2014-01-02,2014-01-02,black and brown,short,medium,,,,,yes,yes,,
95,Bobi,7.92,male,Unknown Mix,2013-06-30,2013-11-05,2013-11-04,gray,short,large,no,,yes,yes,,,,garden
467,Amalia,6.92,female,Unknown Mix,2013-10-14,2013-10-14,2013-10-14,brown and white,short,medium,,,,,,,,
1300,Rágcsa,8.08,male,Unknown Mix,2013-05-27,2013-10-18,2013-10-18,brown,short,medium,no,,yes,,no,yes,,garden
1292,Lelenc,7.5,female,Unknown Mix,2013-07-03,2013-10-01,2013-10-08,black and white,short,large,no,,yes,,yes,yes,,garden
18,Nugát,7.42,male,German Pointer Mix,2013-09-15,2013-09-15,2013-10-08,brown,short,medium,yes,,yes,yes,yes,yes,yes,flat
16,Brikett,8.17,male,Schnauzer Mix,2013-09-15,2013-09-15,2013-10-07,black,wirehaired,medium,yes,,yes,yes,yes,yes,,both flat and garden
6667,Béla,7.25,male,Unknown Mix,2012-11-10,2013-11-08,2013-11-08,black and tan,short,medium,no,,yes,,,,no,both flat and garden
2244,Buksi,6.75,female,Unknown Mix,2013-09-14,2013-09-14,2013-10-27,apricot,short,medium,yes,,,yes,yes,yes,,both flat and garden
348,Amina,9.08,female,Unknown Mix,2013-07-10,2013-10-29,2013-10-29,brown and white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
478,Flexy,10.75,male,Unknown Mix,2013-10-14,2013-10-14,2013-10-14,black and brown,short,medium,,,,yes,,,,
17,Blikk,6.5,male,"Bernese Mountain Dog, Dachshund Mix",2013-09-15,2013-09-15,2013-10-07,tricolor,medium,small,no,,yes,yes,yes,yes,yes,both flat and garden
347,Blacky,9.08,male,"American Pit Bull Terrier, Staffordshire Terrier Mix",2013-07-10,2013-10-29,2013-10-29,black and white,short,large,yes,,yes,,no,no,no,garden
135,Snoopy,8.17,female,Doberman Mix,2011-11-11,2011-11-11,2013-10-02,black,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
6663,Mudika,7.08,male,Mudi Mix,2013-10-11,2013-11-05,2013-11-06,black,medium,small,,,yes,yes,yes,yes,,both flat and garden
489,Sue,6.92,female,Unknown Mix,2013-11-12,2013-11-12,2013-11-12,brown and white,short,medium,,,,,yes,yes,,
6668,Tom,7.25,male,Unknown Mix,2012-11-10,2013-11-08,2013-11-08,black,short,medium,no,,yes,,yes,yes,no,both flat and garden
19,Luca,8.17,female,Unknown Mix,2013-05-01,2013-05-01,2013-10-08,black,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
122,Negro,11.0,male,Briard Mix,2011-07-01,2011-07-01,2013-11-14,black,long,large,yes,,yes,yes,yes,,,both flat and garden
6678,Zoé,11.0,female,German Shepherd Dog,2013-10-20,2013-10-20,2013-11-16,brown,short,large,,yes,yes,yes,,,,
1022,Sophy,9.92,female,German Shepherd Dog Mix,2013-08-25,2013-08-25,2013-10-01,black and tan,short,medium,yes,,yes,,yes,yes,,both flat and garden
31,Szõrmók,14.92,male,Unknown Mix,2006-01-01,2006-01-01,2013-09-24,saddle back,medium,large,yes,,yes,,yes,yes,,both flat and garden
25,Totó,7.17,male,Siberian Husky Mix,2013-09-17,2013-09-17,2013-09-23,black and white,short,medium,no,,yes,yes,yes,yes,,garden
9,Dani,10.08,male,Staffordshire Terrier Mix,2009-12-01,2009-12-01,2013-09-23,black and white,short,large,,,yes,,yes,yes,,
6587,,11.17,male,Unknown Mix,2013-09-24,2013-09-24,2013-09-25,black,short,medium,,,yes,,yes,yes,yes,garden
29,Rozsdi,14.42,male,Unknown Mix,2010-01-01,2010-01-01,2013-09-24,brown and white,short,large,,,yes,,yes,yes,,both flat and garden
463,Teo,7.75,male,Unknown Mix,2013-09-26,2013-09-26,2013-09-30,black,short,medium,,,,yes,yes,yes,,
23,Maci,16.17,male,Unknown Mix,2010-01-01,2010-01-01,2013-09-23,brown and white,short,large,,,yes,,,,,
552,Tüske,15.92,male,Collie Mix,2013-09-13,2013-10-20,2013-09-25,tricolor,long,medium,,yes,yes,yes,yes,yes,,both flat and garden
1,Tigó,10.92,male,"German Shepherd Dog, Labrador Retriever, Staffordshire Terrier Mix",2013-03-10,2013-08-01,2013-09-25,black and brown,medium,large,yes,yes,yes,no,yes,yes,yes,garden
10,Dönci,14.92,male,Old German Shepherd Mix,2010-01-01,2010-01-01,2013-09-23,brown and white,long,medium,,,,,,yes,,
548,Napé,6.58,female,Dachshund Mix,2013-09-13,2013-10-10,2013-09-24,saddle back,short,small,,yes,yes,yes,yes,yes,,both flat and garden
25,Málna,12.92,female,Unknown Mix,2007-07-22,2007-07-22,2013-09-24,black and brown,long,medium,yes,,yes,,yes,yes,,
464,Anka,8.92,female,Unknown Mix,2013-09-26,2013-09-26,2013-09-30,black,short,medium,,,,yes,,,,
7,Béni,13.92,male,"Beagle, Dachshund Mix",2010-01-01,2010-01-01,2013-09-23,tricolor,short,small,no,,yes,,,yes,,both flat and garden
451,Martina,7.75,female,Labrador Retriever Mix,2013-09-20,2013-09-20,2013-09-26,black,short,medium,,,,,yes,yes,,
17,Fruzsi,14.17,female,Schnauzer Mix,2010-01-01,2010-01-01,2013-09-23,gray and white,medium,medium,yes,,yes,,,,,
550,Patak,6.83,female,Dachshund Mix,2013-09-10,2013-10-11,2013-09-25,black and tan,medium,small,,yes,yes,yes,yes,yes,,both flat and garden
457,Stella,15.92,female,German Shepherd Dog,2013-09-25,2013-09-25,2013-09-30,saddle back,short,medium,,,,,yes,,,
546,Prímás,8.33,male,Dachshund Mix,2013-09-10,2013-10-10,2013-09-24,black and tan,short,small,,yes,yes,yes,yes,yes,,both flat and garden
547,Celi,7.0,male,Rottweiler Mix,2013-09-12,2013-10-12,2013-09-24,black and tan,short,large,,yes,yes,yes,yes,yes,,both flat and garden
6524,Blöki,7.25,male,"German Shepherd Dog, Rottweiler, Staffordshire Terrier Mix",2013-08-21,2013-08-21,2013-08-22,sable,short,medium,no,,yes,yes,,yes,,both flat and garden
437,Zsani,14.92,female,Dachshund Mix,2013-08-29,2013-08-29,2013-09-01,brown,short,medium,,,,,yes,yes,,
6565,Lédi,7.17,female,German Shepherd Dog,2012-09-13,2012-09-13,2013-09-13,black and tan,short,large,,yes,yes,yes,,,,both flat and garden
445,Hilda,7.75,female,Unknown Mix,2013-09-16,2013-09-16,2013-09-20,brown,short,medium,,,,,yes,yes,,
2071,Bundás,7.92,male,Terrier Mix,2013-08-31,2013-08-31,2013-09-04,black and white,medium,medium,yes,,yes,,,,,garden
544,Chagall,7.17,male,German Shepherd Dog Mix,2013-08-10,2013-09-15,2013-08-20,sable,medium,large,,yes,yes,yes,yes,yes,,both flat and garden
132,Betti,8.25,female,German Shepherd Dog Mix,2013-08-21,2013-09-05,2013-08-21,sable,medium,large,no,,yes,yes,,yes,,garden
2,Rachel,13.25,female,Rhodesian Ridgeback Mix,2013-07-26,2013-07-26,2013-09-14,red,short,large,,,,,,,,
431,Jessica,6.75,female,Unknown Mix,2013-08-23,2013-08-23,2013-08-27,golden,short,medium,,,,yes,yes,yes,,
543,Sharon,14.33,female,Beagle,2013-08-05,2013-08-05,2013-08-20,tricolor,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
362,Filou,12.25,male,German Pointer Mix,2013-04-26,2013-09-11,2013-09-11,black and white,short,medium,,,yes,no,,,,both flat and garden
3,Panka,14.92,female,German Shepherd Dog Mix,2005-01-01,2005-01-01,2013-09-20,black and brown,short,large,yes,,,,,,,
137,Gábor,8.25,male,Siberian Husky Mix,2013-09-10,2013-09-10,2013-09-10,yellow,short,medium,,,yes,,yes,,,both flat and garden
447,Herta,7.25,female,Unknown Mix,2013-09-16,2013-09-16,2013-09-20,brown and white,short,medium,,,,,yes,yes,,
2059,Kabóca,7.5,female,Unknown Mix,2013-08-22,2013-09-14,2013-08-25,black,wirehaired,medium,yes,,yes,,yes,yes,,garden
6,Amália,13.17,female,Unknown Mix,2010-01-01,2010-01-01,2013-09-23,yellow-brown,long,large,yes,,yes,,yes,,,both flat and garden
33,Szemi,7.25,female,Unknown Mix,2013-08-23,2013-08-23,2013-08-26,tricolor,short,large,yes,,,,,,,garden
2172,Macky,6.5,male,Unknown Mix,2013-09-01,2013-09-01,2013-09-16,yellow-brown,short,medium,,,,,,,,
5,Alma,12.92,female,Unknown Mix,2007-01-01,2007-01-01,2013-09-20,gray and black,long,medium,yes,,,,,,,
438,Zsombi,14.92,male,Dachshund Mix,2013-08-29,2013-08-29,2013-09-01,brown,short,medium,,,,,yes,yes,,
130,Gergõ,6.67,male,Unknown Mix,2013-08-19,2013-09-04,2013-08-19,black,short,medium,,,yes,yes,yes,yes,,both flat and garden
2221,Anda,7.5,female,Labrador Retriever Mix,2013-07-17,2013-07-17,2013-08-17,black,short,large,no,,yes,yes,yes,yes,,garden
6512,,9.25,male,Pinscher Mix,2013-08-10,2013-08-10,2013-08-14,black and brown,short,small,,,yes,,,,,
542,Legra,7.17,female,Labrador Retriever Mix,2013-08-06,2013-09-14,2013-08-20,black,short,large,,yes,yes,yes,yes,yes,,both flat and garden
800,Sarah,11.17,female,Unknown Mix,2010-02-10,2010-02-10,2013-08-15,apricot,short,medium,yes,,yes,yes,yes,,,garden
541,Havana,8.33,female,Unknown Mix,2013-08-10,2013-09-15,2013-08-20,black,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
14,Brico,6.75,male,Unknown Mix,2013-03-14,2013-03-14,2013-08-16,striped,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
69,Tarzán,7.92,male,Terrier Mix,2013-06-23,2013-08-20,2013-08-20,yellow-brown,medium,large,no,,yes,,yes,yes,,garden
6508,,6.67,male,Dachshund Mix,2013-08-02,2013-08-02,2013-08-09,yellow-brown,short,small,no,yes,yes,yes,yes,yes,,
1263,Prücsi,10.33,female,Unknown Mix,2013-01-16,2013-08-14,2013-08-14,yellow-brown,short,large,yes,,yes,,yes,yes,,garden
1259,Csilla,7.0,female,German Shepherd Dog Mix,2013-07-05,2013-08-13,2013-08-13,black and brown,short,large,no,,yes,,yes,yes,,garden
11,Borika,8.25,female,Pinscher Mix,2013-08-05,2013-08-05,2013-08-16,brown,short,small,yes,,yes,yes,yes,yes,no,both flat and garden
127,Panna,6.5,female,Bull Terrier Mix,2013-08-05,2013-08-05,2013-08-19,yellow,short,medium,yes,,yes,yes,yes,yes,yes,
10,Borcsa,14.33,female,Unknown Mix,2013-08-05,2013-08-01,2013-08-15,black and tan,short,medium,yes,,yes,yes,yes,no,,both flat and garden
9,Ricsi,7.67,male,"Labrador Retriever, Rhodesian Ridgeback Mix",2013-01-01,2013-01-01,2013-08-15,golden,short,large,yes,,yes,yes,yes,yes,no,both flat and garden
15,Bond,6.75,male,Unknown Mix,2013-03-14,2013-03-14,2013-08-16,brown and white,wirehaired,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
13,Benga,6.75,male,Unknown Mix,2013-03-14,2013-03-14,2013-08-16,gray,medium,medium,yes,,yes,yes,yes,yes,yes,both flat and garden
126,Pocok,6.5,female,Bull Terrier Mix,2013-08-05,2013-08-05,2013-08-19,striped,short,medium,yes,,yes,yes,yes,yes,yes,
6509,Ismeretlen...,7.33,male,Fox Terrier,2013-08-07,2013-08-07,2013-08-10,black and white,short,small,no,,yes,yes,yes,yes,yes,both flat and garden
799,Robi,12.17,male,Labrador Retriever Mix,2010-03-10,2010-03-10,2013-08-15,apricot,short,large,,,yes,,,yes,,garden
536,Chili,6.67,male,Unknown Mix,2013-06-28,2013-08-20,2013-07-31,brown,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
6486,Fuchur A Sárkány,6.67,male,"Border Collie, Labrador Retriever, White Swiss Shepherd Mix",2013-04-06,2013-04-06,2013-07-28,golden,medium,medium,no,no,yes,yes,yes,yes,yes,
979,Ében,6.58,male,Unknown Mix,2013-07-09,2013-08-12,2013-07-24,black,medium,small,,,yes,yes,yes,yes,,
3477,,7.33,male,Unknown Mix,2013-07-21,2013-07-21,2013-07-21,yellow-brown,medium,medium,,,,,,,,
539,Somló,11.83,female,Dachshund Mix,2013-07-04,2013-08-25,2013-08-02,brown,short,small,,yes,yes,yes,yes,yes,,both flat and garden
418,Boogie,13.92,male,Dogo Argentino Mix,2013-07-22,2013-07-22,2013-07-22,spotty,short,medium,,,,,,,,
8,Berci,8.33,male,Unknown Mix,2012-09-25,2012-09-25,2013-08-03,black,short,medium,,,yes,,,,,
6487,Nanny,7.83,female,"German Shepherd Dog, Labrador Retriever Mix",2012-09-01,2012-09-01,2013-07-28,golden,short,medium,no,yes,yes,yes,yes,no,yes,
443,Bogár,7.83,male,Unknown Mix,2013-06-04,2013-06-04,2013-07-26,black,medium,medium,yes,,,,,,,
456,Tomi És Rani,11.33,male,Unknown Mix,2013-06-15,2013-06-15,2013-07-26,black,wirehaired,medium,yes,,,,,,,
421,Rosa,7.75,female,Unknown Mix,2013-07-31,2013-07-31,2013-08-01,black,short,medium,,,,,,,,
3480,Fondû,7.0,female,"Chinese Shar-Pei, Labrador Retriever Mix",2013-07-01,2013-07-01,2013-07-29,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
447,Csöpi,7.33,female,Terrier Mix,2013-07-10,2013-07-10,2013-07-26,black,short,medium,,,,,,,,
455,Mimi,7.33,female,Unknown Mix,2013-07-10,2013-07-10,2013-07-26,gray,short,medium,,,,,,,,
3481,,7.42,male,"Pekingese, Spitz Mix",2013-07-31,2013-08-15,2013-08-06,black and white,medium,small,no,,yes,,,,,flat
5,,11.83,female,German Shepherd Dog Mix,2013-07-26,2013-08-11,2013-07-30,black and brown,short,small,no,,yes,yes,,,,garden
105,Juanita,6.92,female,Dogo Argentino,2013-06-20,2013-06-20,2013-07-25,white,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
416,Annabell,7.25,female,Unknown Mix,2013-07-19,2013-07-19,2013-07-21,brown,short,medium,,,,,yes,yes,,
446,Csillag,7.08,male,Unknown Mix,2013-06-15,2013-06-15,2013-07-26,black and brown,short,large,yes,,,,,,,
538,Nanook,7.33,male,German Shepherd Dog Mix,2013-07-10,2013-08-20,2013-08-01,sable,medium,large,,yes,yes,yes,yes,yes,,both flat and garden
983,Habarcs,11.58,female,Unknown Mix,2010-05-20,2010-05-20,2013-07-08,tricolor,short,medium,yes,,,,,,,both flat and garden
121,Pixie,6.67,female,Staffordshire Terrier Mix,2013-05-28,2013-05-28,2013-07-10,black and brown,short,medium,yes,,yes,yes,,,,
3,Süti,6.75,male,Unknown Mix,2013-06-20,2013-06-20,2013-07-11,tricolor,short,medium,no,,yes,yes,,,yes,both flat and garden
1,Bozont,8.92,male,Schnauzer Mix,2013-05-18,2013-05-18,2013-07-11,striped,short,small,no,,yes,yes,no,no,no,both flat and garden
