MSW3_ID	Scientific	MSWFamilyLatin	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-Source	Diet-Certainty	ForStrat-Value	ForStrat-Certainty	ForStrat-Comment	Activity-Nocturnal	Activity-Crepuscular	Activity-Diurnal	Activity-Source	Activity-Certainty	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel
2978	Proechimys mincae	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2979	Proechimys cuvieri	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	330	Ref_117	1
2980	Proechimys chrysaeolus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2981	Proechimys canicollis	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2982	Proechimys guyannensis	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	314.03	Ref_58	1
2983	Proechimys hoplomyoides	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2984	Proechimys kulinae	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	292.04	"Ref_2, Ref_3"	0
2985	Proechimys longicaudatus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	205	Ref_117	1
2986	Proechimys gardneri	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	292.04	"Ref_2, Ref_3"	0
2987	Proechimys magdalenae	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2988	Proechimys brevicauda	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2989	Thrichomys inermis	Echimyidae	0	0	0	0	0	0	60	0	40	0	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	339	"Ref_2, Ref_3"	0
2990	Thrichomys pachyurus	Echimyidae	0	0	0	0	0	0	60	0	40	0	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	339	"Ref_2, Ref_3"	0
2991	Thrichomys apereoides	Echimyidae	0	0	0	0	0	0	60	0	40	0	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	339	Ref_117	1
2992	Trinomys paratus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	235.59	"Ref_2, Ref_3"	0
2993	Trinomys dimidiatus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	167.6	Ref_58	1
2994	Trinomys gratiosus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	235.59	"Ref_2, Ref_3"	0
2995	Trinomys iheringi	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	220.39	Ref_58	1
2996	Trinomys mirapitanga	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	235.59	"Ref_2, Ref_3"	0
2997	Trinomys moojeni	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	235.59	"Ref_2, Ref_3"	0
2998	Trinomys myosuros	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	284.99	Ref_58	1
2999	Trinomys eliasi	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	200	Ref_175	1
3000	Trinomys yonenagae	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	235.59	"Ref_2, Ref_3"	0
3001	Trinomys albispinus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	284.99	Ref_58	1
3002	Trinomys setosus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	284.99	Ref_58	1
3003	Dactylomys peruanus	Echimyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	382	Ref_117	1
3004	Dactylomys dactylinus	Echimyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	649.99	Ref_117	1
3005	Dactylomys boliviensis	Echimyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	728.8	Ref_117	1
3006	Kannabateomys amblyonyx	Echimyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	600	Ref_117	1
3007	Olallamys edax	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	206.4	Ref_117	1
3008	Olallamys albicauda	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	273.5	Ref_117	1
3009	Boromys offella	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3010	Boromys torrei	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3011	Brotomys contractus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3012	Brotomys voratus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3013	Heteropsomys insulans	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3014	Heteropsomys antillensis	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	272.28	"Ref_2, Ref_3"	0
3015	Thryonomys gregorianus	Thryonomyidae	0	0	0	0	0	0	10	0	10	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	2707.14	Ref_117	1
3016	Thryonomys swinderianus	Thryonomyidae	0	0	0	0	0	0	10	0	10	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3180.02	Ref_117	1
3017	Chaetomys subspinosus	Erethizontidae	0	0	0	0	0	0	40	0	60	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1299.99	Ref_117	1
3018	Coendou rothschildi	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2000	Ref_117	1
3019	Coendou prehensilis	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	4399.97	Ref_117	1
3020	Coendou nycthemera	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_2	D1	2999.98	Ref_58	1
3021	Coendou bicolor	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	4050.05	Ref_117	1
3022	Echinoprocta rufescens	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	Ar	A		1	0	0	Ref_2	D1	831.8	Ref_117	1
3023	Erethizon dorsatum	Erethizontidae	0	0	0	0	0	0	10	0	20	70	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	7085.33	Ref_117	1
3024	Sphiggurus insidiosus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1000	Ref_117	1
3025	Sphiggurus villosus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1750.01	Ref_117	1
3026	Sphiggurus vestitus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	736	Ref_117	1
3027	Sphiggurus melanurus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1900	Ref_58	1
3028	Sphiggurus roosmalenorum	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1242.24	"Ref_2, Ref_3"	0
3029	Sphiggurus mexicanus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	2000	Ref_117	1
3030	Sphiggurus pruinosus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1242.24	"Ref_2, Ref_3"	0
3031	Sphiggurus ichillus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	Ar	A		1	0	0	Ref_2	D1	1242.24	"Ref_2, Ref_3"	0
3032	Sphiggurus spinosus	Erethizontidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	750.79	Ref_117	1
3033	Chinchilla chinchilla	Chinchillidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	0	Ref_1	ABC	499.99	Ref_58	1
3034	Chinchilla lanigera	Chinchillidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_1	ABC	417	Ref_117	1
3035	Lagidium wolffsohni	Chinchillidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	2682.01	Ref_117	1
3036	Lagidium peruanum	Chinchillidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	1220	Ref_117	1
3037	Lagidium viscacia	Chinchillidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	1540	Ref_117	1
3038	Lagostomus crassus	Chinchillidae	0	0	0	0	0	0	0	0	40	60	Ref_2	D1	G	A		0	1	0	Ref_1	ABC	4647.51	"Ref_2, Ref_3"	0
3039	Lagostomus maximus	Chinchillidae	0	0	0	0	0	0	0	0	40	60	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	4647.51	Ref_117	1
3040	Dinomys branickii	Dinomyidae	0	0	0	0	0	0	40	0	0	60	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12500	Ref_117	1
3041	Cavia intermedia	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	0	Ref_2	D1	578.88	Ref_153	1
3042	Cavia aperea	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	549	Ref_117	1
3043	Cavia fulgida	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	282.5	Ref_117	1
3044	Cavia porcellus	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	728	Ref_117	1
3045	Cavia tschudii	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	1000	Ref_117	1
3046	Cavia magna	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_2	D1	460	Ref_117	1
3047	Galea musteloides	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	480	Ref_117	1
3048	Galea spixii	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	326.2	Ref_117	1
3049	Galea flavidens	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	450	Ref_117	1
3050	Microcavia australis	Caviidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	286.1	Ref_117	1
3051	Microcavia niata	Caviidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	255.2	Ref_117	1
3052	Microcavia shiptoni	Caviidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	185	Ref_117	1
3053	Dolichotis salinicola	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	1600	Ref_117	1
3054	Dolichotis patagonum	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	8000	Ref_117	1
3055	Hydrochoerus hydrochaeris	Caviidae	0	0	0	0	0	0	10	0	0	90	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	48144.91	Ref_58	1
3056	Hydrochoerus isthmius	Caviidae	0	0	0	0	0	0	10	0	0	90	Ref_2	D1	G	A		0	0	1	Ref_1	ABC	21267.32	Ref_58	1
3057	Kerodon rupestris	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	800	Ref_117	1
3058	Kerodon acrobata	Caviidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	0	Ref_1	ABC	800	"Ref_2, Ref_3"	0
3059	Dasyprocta azarae	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2309.99	Ref_117	1
3060	Dasyprocta guamara	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2650.03	Ref_117	1
3061	Dasyprocta ruatanica	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2857.13	Ref_178	2
3062	Dasyprocta fuliginosa	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	3500.02	Ref_117	1
3063	Dasyprocta kalinowskii	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2650.03	Ref_117	1
3064	Dasyprocta cristata	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2650.03	Ref_117	1
3065	Dasyprocta leporina	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	3020.02	Ref_117	1
3066	Dasyprocta mexicana	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	5000	Ref_117	1
3067	Dasyprocta prymnolopha	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2900.01	Ref_117	1
3068	Dasyprocta punctata	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2674.98	Ref_117	1
3069	Dasyprocta coibae	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	2660.13	Ref_178	2
3070	Myoprocta pratti	Dasyproctidae	20	0	0	0	0	0	40	0	0	40	Ref_2	D1	G	A		0	0	1	Ref_1	ABC	966.73	Ref_58	1
3071	Myoprocta acouchy	Dasyproctidae	10	0	0	0	0	0	40	0	0	50	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	600	Ref_117	1
3072	Cuniculus taczanowskii	Cuniculidae	0	0	0	0	0	0	20	0	30	50	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8999.95	Ref_58	1
3073	Cuniculus paca	Cuniculidae	0	0	0	0	0	0	20	0	30	50	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8172.55	Ref_58	1
3074	Aconaemys sagei	Octodontidae	0	0	0	0	0	0	40	0	0	60	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	96.5	Ref_117	1
3075	Aconaemys fuscus	Octodontidae	0	0	0	0	0	0	40	0	0	60	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	133.5	Ref_117	1
3076	Aconaemys porteri	Octodontidae	0	0	0	0	0	0	40	0	0	60	Ref_2	D1	G	A		1	1	1	Ref_2	D1	113.5	"Ref_2, Ref_3"	0
3077	Octodon pacificus	Octodontidae	0	0	0	0	0	0	20	0	20	60	Ref_2	D1	G	A		0	0	1	Ref_1	ABC	194.34	"Ref_2, Ref_3"	0
3078	Octodon bridgesi	Octodontidae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	150	Ref_117	1
3079	Octodon degus	Octodontidae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	210	Ref_117	1
3080	Octodon lunatus	Octodontidae	0	0	0	0	0	0	20	0	20	60	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	233	Ref_117	1
3081	Octodontomys gliroides	Octodontidae	0	0	0	0	0	0	50	0	0	50	Ref_1	ABC	G	A		0	1	0	Ref_1	ABC	150	Ref_117	1
3082	Octomys mimax	Octodontidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	131	Ref_117	1
3083	Pipanacoctomys aureus	Octodontidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		0	0	1	Ref_3	D2	136.62	"Ref_2, Ref_3"	0
3084	Salinoctomys loschalchalerosorum	Octodontidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		0	0	1	Ref_3	D2	136.62	"Ref_2, Ref_3"	0
3085	Spalacopus cyanus	Octodontidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	127.5	Ref_117	1
3086	Tympanoctomys barrerae	Octodontidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	70	Ref_117	1
3087	Abrocoma boliviensis	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	158	Ref_117	1
3088	Abrocoma budini	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_2	D1	214.69	"Ref_2, Ref_3"	0
3089	Abrocoma cinerea	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	250	Ref_117	1
3090	Abrocoma famatina	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_2	D1	214.69	"Ref_2, Ref_3"	0
3091	Abrocoma shistacea	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_2	D1	214.69	"Ref_2, Ref_3"	0
3092	Abrocoma uspallata	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_2	D1	214.69	"Ref_2, Ref_3"	0
3093	Abrocoma vaccarum	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	214.69	"Ref_2, Ref_3"	0
3094	Abrocoma bennettii	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	250.5	Ref_58	1
3095	Cuscomys ashaninka	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_3	D2	G	A		1	0	0	Ref_2	D1	910	Ref_151	1
3096	Cuscomys oblativa	Abrocomidae	0	0	0	0	0	0	0	0	0	100	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	910	"Ref_2, Ref_3"	0
3097	Myocastor coypus	Myocastoridae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	6937.45	Ref_117	1
3098	Capromys pilorides	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	5650	Ref_117	1
3099	Capromys gundlachianus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	5650	"Ref_2, Ref_3"	0
3100	Geocapromys brownii	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	S	A		1	0	0	Ref_1	ABC	1500	Ref_117	1
3101	Geocapromys ingrahami	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	S	A		1	0	0	Ref_1	ABC	800	Ref_117	1
3102	Geocapromys thoracatus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	S	A		1	1	0	Ref_1	ABC	1500	Ref_117	1
3103	Mesocapromys nanus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		0	0	1	Ref_1	ABC	583.33	Ref_178	2
3104	Mesocapromys sanfelipensis	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		0	0	1	Ref_1	ABC	554.44	Ref_178	2
3105	Mesocapromys melanurus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		0	0	1	Ref_1	ABC	883.14	Ref_178	2
3106	Mesocapromys auritus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	S	A		0	0	1	Ref_1	ABC	585.55	Ref_178	2
3107	Mesocapromys angelcabrerai	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	S	A		0	0	1	Ref_1	ABC	470	Ref_159	1
3108	Mysateles meridionalis	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	884.61	Ref_178	2
3109	Mysateles prehensilis	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	926.71	Ref_178	2
3110	Mysateles garridoi	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	929.09	Ref_178	2
3111	Hexolobodon phenax	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	1350.1	"Ref_2, Ref_3"	0
3112	Isolobodon montanus	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	1350.1	"Ref_2, Ref_3"	0
3113	Isolobodon portoricensis	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	1350.1	"Ref_2, Ref_3"	0
3114	Plagiodontia araeum	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	1267	"Ref_2, Ref_3"	0
3115	Plagiodontia ipnaeum	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	1267	"Ref_2, Ref_3"	0
3116	Plagiodontia aedium	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1267	Ref_117	1
3117	Rhizoplagiodontia lemkei	Capromyidae	0	0	0	0	0	0	30	0	0	70	Ref_3	D2	G	A		1	0	0	Ref_3	D2	1350.1	"Ref_2, Ref_3"	0
3122	Ochotona cansus	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	68.75	Ref_117	1
3123	Ochotona nubrica	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	116.21	Ref_178	2
3124	Ochotona pusilla	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	142.5	Ref_117	1
3125	Ochotona rufescens	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	250	Ref_117	1
3126	Ochotona dauurica	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	109	Ref_117	1
3127	Ochotona thibetana	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	83.1	Ref_117	1
3128	Ochotona thomasi	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	111.63	Ref_178	2
3129	Ochotona huangensis	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	105.33	Ref_58	1
3130	Ochotona curzoniae	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	131.48	Ref_117	1
3131	Ochotona turuchanensis	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	142.15	"Ref_2, Ref_3"	0
3132	Ochotona princeps	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	157.63	Ref_117	1
3133	Ochotona pallasi	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	149.62	Ref_178	2
3134	Ochotona hyperborea	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	120	Ref_117	1
3135	Ochotona alpina	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	150	Ref_117	1
3136	Ochotona argentata	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_1	ABC	142.15	"Ref_2, Ref_3"	0
3137	Ochotona hoffmanni	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	142.15	"Ref_2, Ref_3"	0
3138	Ochotona collaris	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	129	Ref_117	1
3139	Ochotona roylei	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	260	Ref_117	1
3140	Ochotona erythrotis	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	181	Ref_117	1
3141	Ochotona forresti	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	111.65	Ref_178	2
3142	Ochotona gaoligongensis	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	111.61	Ref_178	2
3143	Ochotona ladacensis	Ochotonidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	182.19	Ref_178	2
