"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf3217","Anura","Hyperoliidae","Hyperolius","Hyperolius swynnertoni",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3218","Anura","Hyperoliidae","Hyperolius","Hyperolius sylvaticus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3219","Anura","Hyperoliidae","Hyperolius","Hyperolius tanneri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3220","Anura","Hyperoliidae","Hyperolius","Hyperolius thomensis",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,50,60,1,NA,NA,0,1,0,NA
"Anf3221","Anura","Hyperoliidae","Hyperolius","Hyperolius thoracotuberculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3222","Anura","Hyperoliidae","Hyperolius","Hyperolius tornieri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3223","Anura","Hyperoliidae","Hyperolius","Hyperolius torrentis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3224","Anura","Hyperoliidae","Hyperolius","Hyperolius tuberculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,1,2,2,0,1,0,NA
"Anf3225","Anura","Hyperoliidae","Hyperolius","Hyperolius tuberilinguis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,236,400,1,1.5,1.5,0,1,0,NA
"Anf3226","Anura","Hyperoliidae","Hyperolius","Hyperolius veithi",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,36.5,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA
"Anf3227","Anura","Hyperoliidae","Hyperolius","Hyperolius vilhenai",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3228","Anura","Hyperoliidae","Hyperolius","Hyperolius viridiflavus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,34,NA,NA,NA,12,650,1,1.3,1.5,0,1,0,NA
"Anf3229","Anura","Hyperoliidae","Hyperolius","Hyperolius viridigulosus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"Anf3230","Anura","Hyperoliidae","Hyperolius","Hyperolius viridis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3231","Anura","Hyperoliidae","Hyperolius","Hyperolius watsonae",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3232","Anura","Hyperoliidae","Hyperolius","Hyperolius wermuthi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3233","Anura","Hyperoliidae","Hyperolius","Hyperolius xenorhinus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3234","Anura","Hyperoliidae","Hyperolius","Hyperolius zonatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3235","Anura","Hyperoliidae","Kassina","Kassina arboricola",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3236","Anura","Hyperoliidae","Kassina","Kassina cassinoides",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,180,180,1,2,2.4,0,1,0,NA
"Anf3237","Anura","Hyperoliidae","Kassina","Kassina cochranae",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,180,180,1,1.7,1.7,0,1,0,NA
"Anf3238","Anura","Hyperoliidae","Kassina","Kassina decorata",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3239","Anura","Hyperoliidae","Kassina","Kassina fusca",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,500,600,1,1.4,1.6,0,1,0,NA
"Anf3240","Anura","Hyperoliidae","Kassina","Kassina jozani",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,42.2,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3241","Anura","Hyperoliidae","Kassina","Kassina kuvangensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3242","Anura","Hyperoliidae","Kassina","Kassina lamottei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3243","Anura","Hyperoliidae","Kassina","Kassina maculata",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,68,NA,NA,NA,201,201,1,1.7,1.7,0,1,0,NA
"Anf3244","Anura","Hyperoliidae","Kassina","Kassina maculifer",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3245","Anura","Hyperoliidae","Kassina","Kassina maculosa",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3246","Anura","Hyperoliidae","Kassina","Kassina mertensi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3247","Anura","Hyperoliidae","Kassina","Kassina schioetzi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3248","Anura","Hyperoliidae","Kassina","Kassina senegalensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,240,600,1,1.6,1.8,0,1,0,NA
"Anf3249","Anura","Hyperoliidae","Kassina","Kassina somalica",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,260,400,1,NA,NA,0,1,0,NA
"Anf3250","Anura","Hyperoliidae","Kassina","Kassina wazae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3251","Anura","Hyperoliidae","Kassinula","Kassinula wittei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3252","Anura","Hyperoliidae","Morerella","Morerella cyanophthalma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3253","Anura","Hyperoliidae","Opisthothylax","Opisthothylax immaculatus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3254","Anura","Hyperoliidae","Paracassina","Paracassina kounhiensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3255","Anura","Hyperoliidae","Paracassina","Paracassina obscura",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3256","Anura","Hyperoliidae","Phlyctimantis","Phlyctimantis boulengeri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3257","Anura","Hyperoliidae","Phlyctimantis","Phlyctimantis keithae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3258","Anura","Hyperoliidae","Phlyctimantis","Phlyctimantis leonardi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3259","Anura","Hyperoliidae","Phlyctimantis","Phlyctimantis verrucosus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3260","Anura","Hyperoliidae","Semnodactylus","Semnodactylus wealii",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3261","Anura","Hyperoliidae","Tachycnemis","Tachycnemis seychellensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3262","Anura","Leiopelmatidae","Ascaphus","Ascaphus montanus",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,7,8,56,40,54,20,33,90,1,4,5,0,1,0,NA
"Anf3263","Anura","Leiopelmatidae","Ascaphus","Ascaphus truei",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,2,3,50,34,34,20,28,96,1,4,7,0,1,0,NA
"Anf3264","Anura","Leiopelmatidae","Leiopelma","Leiopelma archeyi",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,4,38,NA,NA,17,4,13,1,4.5,8,1,0,0,NA
"Anf3265","Anura","Leiopelmatidae","Leiopelma","Leiopelma hamiltoni",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,8,3,4,47,NA,NA,23,7,19,1,8,11,1,0,0,NA
"Anf3266","Anura","Leiopelmatidae","Leiopelma","Leiopelma hochstetteri",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,3,4,47,NA,NA,7,165,165,1,5.5,5.5,1,0,0,NA
"Anf3267","Anura","Leiopelmatidae","Leiopelma","Leiopelma pakeka",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,29,1,19,1,NA,NA,1,0,0,NA
"Anf3268","Anura","Leiuperidae","Edalorhina","Edalorhina nasuta",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3269","Anura","Leiuperidae","Edalorhina","Edalorhina perezi",NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,4.63,NA,NA,38,NA,NA,NA,69,154,1,2,2.1,0,1,0,NA
"Anf3270","Anura","Leiuperidae","Engystomops","Engystomops coloradorum",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,NA,NA,NA,70,190,NA,1.3,1.3,0,1,0,NA
"Anf3271","Anura","Leiuperidae","Engystomops","Engystomops freibergi",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3272","Anura","Leiuperidae","Engystomops","Engystomops guayaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3273","Anura","Leiuperidae","Engystomops","Engystomops montubio",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3274","Anura","Leiuperidae","Engystomops","Engystomops petersi",NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,5.44,NA,NA,39,NA,NA,NA,300,563,1,1,1,0,1,0,NA
"Anf3275","Anura","Leiuperidae","Engystomops","Engystomops pustulatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3276","Anura","Leiuperidae","Engystomops","Engystomops pustulosus",1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,48.2,NA,NA,NA,140,330,1,NA,NA,0,1,0,NA
"Anf3277","Anura","Leiuperidae","Engystomops","Engystomops puyango",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,32.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3278","Anura","Leiuperidae","Engystomops","Engystomops randi",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,40,180,1,1.1,1.1,0,1,0,NA
"Anf3279","Anura","Leiuperidae","Eupemphix","Eupemphix nattereri",1,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,8.8,NA,NA,56.4,NA,NA,NA,2300,3765,1,1.2,1.6,0,1,0,NA
"Anf3280","Anura","Leiuperidae","Physalaemus","Physalaemus aguirrei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,474,474,1,1,1,0,1,0,NA
"Anf3281","Anura","Leiuperidae","Physalaemus","Physalaemus albifrons",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3282","Anura","Leiuperidae","Physalaemus","Physalaemus albonotatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,1,NA,2.3,NA,NA,34.1,NA,NA,NA,9,1562,1,0.9,1,0,1,0,NA
"Anf3283","Anura","Leiuperidae","Physalaemus","Physalaemus angrensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3284","Anura","Leiuperidae","Physalaemus","Physalaemus atlanticus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,26.8,NA,NA,NA,51,130,1,0.99,1.9,0,1,0,NA
"Anf3285","Anura","Leiuperidae","Physalaemus","Physalaemus Barrioi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.55,NA,NA,NA,104,282,NA,NA,NA,0,1,0,NA
"Anf3286","Anura","Leiuperidae","Physalaemus","Physalaemus biligonigerus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,332,1688,1,1,1,0,1,0,NA
"Anf3287","Anura","Leiuperidae","Physalaemus","Physalaemus bokermanni",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.46,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3288","Anura","Leiuperidae","Physalaemus","Physalaemus caete",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3289","Anura","Leiuperidae","Physalaemus","Physalaemus camacan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3290","Anura","Leiuperidae","Physalaemus","Physalaemus centralis",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,7.5,NA,NA,40,NA,NA,NA,985,2821,1,0.8,1.2,0,1,0,NA
"Anf3291","Anura","Leiuperidae","Physalaemus","Physalaemus cicada",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3292","Anura","Leiuperidae","Physalaemus","Physalaemus crombiei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.3,NA,NA,25.2,NA,NA,NA,91,250,1,1.2,1.5,0,1,0,NA
"Anf3293","Anura","Leiuperidae","Physalaemus","Physalaemus cuqui",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,NA,30.01,NA,NA,NA,750,1316,1,1.2,1.2,0,1,0,NA
"Anf3294","Anura","Leiuperidae","Physalaemus","Physalaemus cuvieri",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,4.7,NA,NA,36.5,NA,NA,NA,474,1814,1,1,1.2,0,1,0,NA
"Anf3295","Anura","Leiuperidae","Physalaemus","Physalaemus deimaticus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3296","Anura","Leiuperidae","Physalaemus","Physalaemus ephippifer",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,418,418,1,1.5,1.5,0,1,0,NA
"Anf3297","Anura","Leiuperidae","Physalaemus","Physalaemus erikae",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,27.1,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3298","Anura","Leiuperidae","Physalaemus","Physalaemus erythros",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3299","Anura","Leiuperidae","Physalaemus","Physalaemus evangelistai",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,22,244,NA,0.5,0.5,0,1,0,NA
"Anf3300","Anura","Leiuperidae","Physalaemus","Physalaemus feioi",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,31.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3301","Anura","Leiuperidae","Physalaemus","Physalaemus fernandezae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1.6,3,4,24,20.3,22,6,NA,NA,1,NA,NA,0,1,0,NA
"Anf3302","Anura","Leiuperidae","Physalaemus","Physalaemus fischeri",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3303","Anura","Leiuperidae","Physalaemus","Physalaemus gracilis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,100,700,1,NA,NA,0,1,0,NA
"Anf3304","Anura","Leiuperidae","Physalaemus","Physalaemus henselii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.92,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3305","Anura","Leiuperidae","Physalaemus","Physalaemus insperatus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3306","Anura","Leiuperidae","Physalaemus","Physalaemus irroratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3307","Anura","Leiuperidae","Physalaemus","Physalaemus jordanensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3308","Anura","Leiuperidae","Physalaemus","Physalaemus kroyeri",NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,949,1968,1,NA,NA,0,1,0,NA
"Anf3309","Anura","Leiuperidae","Physalaemus","Physalaemus lateristriga",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3310","Anura","Leiuperidae","Physalaemus","Physalaemus lisei",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.25,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3311","Anura","Leiuperidae","Physalaemus","Physalaemus maculiventris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,129,129,1,NA,NA,0,1,0,NA
"Anf3312","Anura","Leiuperidae","Physalaemus","Physalaemus marmoratus",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,7.3,NA,NA,39,NA,NA,NA,1424,2590,1,0.7,1,0,1,0,NA
"Anf3313","Anura","Leiuperidae","Physalaemus","Physalaemus maximus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3314","Anura","Leiuperidae","Physalaemus","Physalaemus moreirae",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,28.2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3315","Anura","Leiuperidae","Physalaemus","Physalaemus nanus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3316","Anura","Leiuperidae","Physalaemus","Physalaemus obtectus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.93,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3317","Anura","Leiuperidae","Physalaemus","Physalaemus olfersii",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3.8,NA,NA,41,NA,NA,NA,442,764,1,1.1,1.4,0,1,0,NA
"Anf3318","Anura","Leiuperidae","Physalaemus","Physalaemus orophilus",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3319","Anura","Leiuperidae","Physalaemus","Physalaemus riograndensis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.91,NA,NA,NA,200,250,1,0.7,0.7,0,1,0,NA
"Anf3320","Anura","Leiuperidae","Physalaemus","Physalaemus rupestris",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.75,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3321","Anura","Leiuperidae","Physalaemus","Physalaemus santafecinus",1,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,500,500,1,0.9,0.9,0,1,0,NA
"Anf3322","Anura","Leiuperidae","Physalaemus","Physalaemus signifer",NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1.4,NA,NA,26.72,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
